,type,comment,non-information,code,functional_type
1212,Javadoc,This method opens a pdf using the giving the parameters to the executing pdf reader,0,"Optional<FieldChange> change = entry.putKeywords(keywords, preferences.getKeywordDelimiter());",assignment
1213,Line,Check that the file exists:,1,"for (Map.Entry<Field, String> field : outOfFocusEntry.getFieldMap().entrySet()) {",loop
1214,Line,normalize white spaces,0,"if (!Objects.equals(newEntry.getType(), outOfFocusEntry.getType())) {",conditional
1215,Line,External changes to currentPage should result in scrolling to this page,0,return Collections.emptySortedSet();,return
1216,Line,Poor mans reverse databinding (necessary because we use a constant value above),0,private StackPane getRelatedArticlesPane(BibEntry entry) {,method_declaration
1217,Line,put keywords back,0,"LOGGER.debug(Mode MOVE"");""",method_call
1218,Line,"First, remove fields that the user has removed.",0,"entryEditorTabs.add(new RequiredFieldsTab(databaseContext, panel.getSuggestionProviders(), undoManager, dialogService));",method_call
1219,Line,See if the user has changed the entry type:,0,entryEditorTabs.add(new MathSciNetTab());,method_call
1220,Line,Entry type unknown -> treat all fields as required,0,if (typeSubscription != null) {,conditional
1221,Javadoc,Gets a StackPane of related article information to be displayed in the Related Articles tab,0,private EntryType currentEntryType;,var_declaration
1222,Line,"Ctrl on Windows, no modifier on Xubuntu",0,protected void handleFocus() {,method_declaration
1223,Line,Required fields,1,content.textProperty().bind(EasyBind.select(viewModel.currentAnnotationProperty()).selectObject(FileAnnotationViewModel::contentProperty));,method_call
1224,Line,Special tabs,0,public void copyCurrentAnnotation() {,method_declaration
1225,Line,Remove subscription for old entry if existing,0,public void reportIssue() {,method_declaration
1226,Javadoc,Needed to track for which type of entry this tab was build and to rebuild it if the type changes,0,Globals.prefs.fileDirForDatabase = panel.getBibDatabaseContext().getFileDirectoriesAsPaths(Globals.prefs.getFilePreferences()).stream().map(Path::toString).collect(Collectors.toList());,assignment
1227,Javadoc,The tab just got the focus. Override this method if you want to perform a special action on focus (like selecting the first field in the editor),0,public class ExportCommand extends SimpleCommand {,class_declaration
1228,Line,Set-up details pane,0,Globals.prefs.fileDirForDatabase = frame.getCurrentBasePanel(),assignment
1229,Javadoc,Copies the meta and content information of the pdf annotation to the clipboard,0,"Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT, format.getName());",method_call
1230,Javadoc,Opens a new issue on GitHub and copies log to clipboard.,0,return null;,return
1231,Line,"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",0,if (context.getLocation() == DatabaseLocation.SHARED) {,conditional
1232,Javadoc,Performs an export action,1,entriesToAdd = xmpEntriesInFile;,assignment
1233,Line,"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",0,Files.createDirectories(destination.getParent());,method_call
1234,Line,"Make sure we remember which filter was used, to set the default for next time:",0,public class FindUnlinkedFilesDialog extends BaseDialog<Void> {,class_declaration
1235,Line,can not use BackgroundTask.wrap(Runnable) because Runnable.run() can't throw Exceptions,0,stateManager.activeDatabaseProperty().bind(,method_call
1236,Line,Set new location,0,"return node.path.getFileName() +  ("" + node.fileCount + "" file"" + (node.fileCount > 1 ? ""s"" : """") + "")"";""",return
1237,Line,FIXME: Show merge dialog?,0,VBox panelDirectory = new VBox(5);,assignment
1238,Line,Make sure directory exists since otherwise copy fails,0,"EasyBind.subscribe(stateManager.activeSearchQueryProperty(),",method_call
1239,Javadoc,"GUI Dialog for the feature ""Find unlinked files"".",1,public Optional<ExternalFileType> getExternalFileTypeForName(String filename) {,method_declaration
1240,Line,Bind global state,0,List<ExternalFileType> defTypes = new ArrayList<>(getDefaultExternalFileTypes());,assignment
1241,Line,Directory,0,ExternalFileType toRemove = null;,assignment
1242,Line,"panelDirectory.setBorder(BorderFactory.createTitledBorder(BorderFactory.createEtchedBorder(), Localization.lang(""Select directory""))); panelFiles.setBorder(BorderFactory.createTitledBorder(BorderFactory.createEtchedBorder(), Localization.lang(""Select files""))); panelEntryTypesSelection.setBorder(BorderFactory.createTitledBorder(BorderFactory.createEtchedBorder(), Localization.lang(""BibTeX entry creation"")));",1,types.add(type);,method_call
1243,Line,Subscribe to the search,1,setWindowTitle();,method_declaration
1244,Javadoc,"Look up the external file type registered for this filename, if any. @param filename The name of the file whose type to look up. @return The ExternalFileType registered, or null if none.",0,Optional<ExternalFileType> mimeType = getExternalFileTypeByMimeType(linkedFile.getFileType());,assignment
1245,Line,First find a list of the default types:,1,return FileHelper.getFileExtension(linkedFile.getLink()),return
1246,Line,This entry indicates that a default entry type should be removed:,0,public static ExternalFileType buildFromArgs(String[] val) {,method_declaration
1247,Line,Then add the new one:,1,public void storeSettings() {,method_declaration
1248,Line,groupSidePane.getToggleCommand().setSelected(sidePaneManager.isComponentVisible(GroupSidePane.class)),0,if (link.substring(index + 1).indexOf('/') >= 1) {,conditional
1249,Line,No file type was recognized. Try to find a usable file type based on mime type:,0,void addToContextMenu(final Supplier<List<MenuItem>> items);,method_declaration
1250,Line,No type could be found from mime type. Try based on the extension:,0,linkedFileHandler.moveToDefaultDirectory();,method_call
1251,Javadoc,"Construct an ExternalFileType from a String array. This is used when reading file type definitions from Preferences, where the available data types are limited. We assume that the array contains the same values as the main constructor, in the same order.",0,help.getItems().addAll(,method_call
1252,Javadoc,Stores the list of external entry types in the preferences.,0,taskExecutor.execute(writeTask);,method_call
1253,Line,"Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",0,if (!suggestedType.isPresent()) {,conditional
1254,Javadoc,Adds the given list of menu items to the context menu. The usage of {@link Supplier} prevents that the menus need to be instantiated at this point. They are populated when the user needs them which prevents many unnecessary allocations when the main table is just scrolled with the entry editor open.,0,"@SuppressWarnings(unchecked"")""",method_declaration
1255,Line,"Found the linked file, so move it",1,public static Supplier<List<MenuItem>> getDOIMenu(TextArea textArea) {,method_declaration
1256,Line,"TODO: Reenable customize entry types feature (https://github.com/JabRef/jabref/issues/4719) factory.createMenuItem(StandardActions.CUSTOMIZE_ENTRY_TYPES, new CustomizeEntryAction(this)),",0,public class FileListEntry {,class_declaration
1257,Line,TODO: Show progress,0,class UndoableMoveGroup extends AbstractUndoableJabRefEdit {,class_declaration
1258,Line,"If we did not find a file type from the MIME type, try based on extension:",0,for (int i = 0; i < tabbedPane.getTabs().size(); i++) {,loop
1259,Javadoc,"Converts a String value to the Type T. If the type cannot be directly casted to T, this method must be overriden in a subclass @param string The input value to convert @return The value or null if the value could not be casted",0,"PseudoClass anySelected = PseudoClass.getPseudoClass(any-selected"");""",assignment
1260,Javadoc,The default context menu with a specific menu copying a DOI URL. @param textArea text-area that this menu will be connected to @return menu containing items of the default menu and an item for copying a DOI URL,0,m_pathToNode = editedNode.getNode().getIndexedPathFromRoot();,assignment
1261,Javadoc,This class represents a file link for a Bibtex entry.,0,for (int i = 0; i < (m_pathToNode.size() - 1); ++i) {,loop
1262,Javadoc,@author jzieren,0,private final List<GroupTreeNode> m_modifiedSubtree = new ArrayList<>();,assignment
1263,Line,We want to notify all tabs about the changes to avoid problems when changing the column set.,0,"public UndoableModifySubtree(GroupTreeNodeViewModel groupRoot,",method_declaration
1264,Line,Number of hits,0,final GroupTreeNode subtreeRoot = m_groupRoot.getDescendant(m_subtreeRootPath).get(); //TODO: NULL,assignment
