,type,comment,non-information,code,functional_type
1178,Line,Theme configuration,1,return Collections.emptySortedSet();,return
1179,Javadoc,"This method is called before the {@link #storeSettings()} method, to check if there are illegal settings in the tab, or if is ready to be closed. This calls the appropriate method in the ViewModel.",0,private StackPane getRelatedArticlesPane(BibEntry entry) {,method_declaration
1180,Line,Build a panel for checkbox settings:,0,"LOGGER.debug(""Mode MOVE"");",method_call
1181,Line,External file links,0,entryEditorTabs.add(new RequiredFieldsTab(databaseContext,method_call
1182,Javadoc,"This class manages the GUI-state of JabRef, including: - currently selected database - currently selected group - active search - active number of search results",0,entryEditorTabs.add(new MathSciNetTab());,method_call
1183,Line,shift on win or no modifier,0,if (typeSubscription != null) {,method_declaration
1184,Line,menu.getItems().add(nextPreviewLayout),0,private EntryType currentEntryType;,field_declaration
1185,Javadoc,Check whether this operation requires BibTeX keys to be set for the entries. If true is returned an error message will be displayed if keys are missing. @return true if BibTeX keys are required for this operation.,0,protected void handleFocus() {,method_declaration
1186,Line,"Linux gnuclient/emacslient escaping: java string: ""(insert \""\\\\cite{Blah2001}\"")"" so sh receives: (insert ""\\cite{Blah2001}"") so emacs receives: (insert ""\cite{Blah2001}"")",0,content.textProperty().bind(EasyBind.select(viewModel.currentAnnotationProperty()).selectObject(FileAnnotationViewModel::contentProperty));,method_call
1187,Line,Redo the change.,1,public void copyCurrentAnnotation() {,method_declaration
1188,Line,Redo the change.,1,public void reportIssue() {,method_declaration
1189,Line,Load FXML,0,Globals.prefs.fileDirForDatabase = panel.getBibDatabaseContext().getFileDirectoriesAsPaths(Globals.prefs.getFilePreferences()).stream().map(Path::toString).collect(Collectors.toList());,assignment
1190,Javadoc,"true if the input should be split at a single white space instead of the usual delimiter "" and "" for names. Useful if the input consists of a list of last names.",0,public class ExportCommand extends SimpleCommand {,class_declaration
1191,Line,We only create the context menu when really necessary,0,Globals.prefs.fileDirForDatabase = frame.getCurrentBasePanel(),assignment
1192,Javadoc,Formatter that only accepts integer. More or less taken from http://stackoverflow.com/a/36749659/873661,0,Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT,method_call
1193,Line,Pseudo-classes for drag and drop,1,return null;,return
1194,Line,We only create the context menu when really necessary,0,if (context.getLocation() == DatabaseLocation.SHARED) {,method_declaration
1195,Javadoc,Utility class with static methods for javafx {@link Text} objects,0,entriesToAdd = xmpEntriesInFile;,assignment
1196,Javadoc,"Runs the given task and returns a Future representing that task. Usually, you want to use the other method {@link #execute(BackgroundTask)}. @param <V> type of return value of the task @param task the task to run",0,Files.createDirectories(destination.getParent());,method_call
1197,Javadoc,Shutdown the task executor.,1,public class FindUnlinkedFilesDialog extends BaseDialog<Void> {,class_declaration
1198,Line,Node is directly matched -> so show it,0,stateManager.activeDatabaseProperty().bind(,method_call
1199,Javadoc,Ensures that suggestion providers are up to date when entries are changed or added.,0,"return node.path.getFileName() + "" ("" + node.fileCount + "" file"" + (node.fileCount > 1 ? ""s"" : """") + "")"";",return
1200,Line,Queue on JavaFX thread and wait for completion,0,VBox panelDirectory = new VBox(5);,assignment
1201,Javadoc,String converter to be used to convert suggestions to strings.,0,EasyBind.subscribe(stateManager.activeSearchQueryProperty(),method_call
1202,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task. @param nextOperation the function that performs the next operation,0,public Optional<ExternalFileType> getExternalFileTypeForName(String filename) {,method_declaration
1203,Line,"open folders is needed to indirectly support email programs, which cannot handle the unofficial ""mailto:attachment"" property",0,List<ExternalFileType> defTypes = new ArrayList<>(getDefaultExternalFileTypes());,assignment
1204,Javadoc,Add the given new possible suggestions to thisSuggestionProvider,1,ExternalFileType toRemove = null;,assignment
1205,Javadoc,key: field name,1,types.add(type);,method_call
1206,Javadoc,Stores all words in the given field which are separated by SEPARATING_CHARS.,0,setWindowTitle();,method_declaration
1207,Line,The header - can be removed,0,Optional<ExternalFileType> mimeType = getExternalFileTypeByMimeType(linkedFile.getFileType());,assignment
1208,Javadoc,Returns the indexed BasePanel.,1,return FileHelper.getFileExtension(linkedFile.getLink()),return
1209,Javadoc,This class is a wrapper class for the containing list as it is currently not possible to inject complex object types into FXML controller,0,public static ExternalFileType buildFromArgs(String[] val) {,method_declaration
1210,Line,TODO implement,0,public void storeSettings() {,method_declaration
1211,Line,TODO: Re-implement customize entry types feature (https://github.com/JabRef/jabref/issues/4719),0,if (link.substring(index + 1).indexOf('/') >= 1) {,method_declaration
1212,Javadoc,This method opens a pdf using the giving the parameters to the executing pdf reader,0,void addToContextMenu(final Supplier<List<MenuItem>> items);,method_declaration
1213,Line,Check that the file exists:,1,linkedFileHandler.moveToDefaultDirectory();,method_call
1214,Line,normalize white spaces,0,help.getItems().addAll(,method_call
1215,Line,External changes to currentPage should result in scrolling to this page,0,taskExecutor.execute(writeTask);,method_call
1216,Line,Poor mans reverse databinding (necessary because we use a constant value above),0,if (!suggestedType.isPresent()) {,method_declaration
1217,Line,put keywords back,0,"@SuppressWarnings(""unchecked"")",method_declaration
1218,Line,"First, remove fields that the user has removed.",0,public static Supplier<List<MenuItem>> getDOIMenu(TextArea textArea) {,method_declaration
1219,Line,See if the user has changed the entry type:,0,public class FileListEntry {,class_declaration
1220,Line,Entry type unknown -> treat all fields as required,0,class UndoableMoveGroup extends AbstractUndoableJabRefEdit {,class_declaration
1221,Javadoc,Gets a StackPane of related article information to be displayed in the Related Articles tab,0,for (int i = 0; i < tabbedPane.getTabs().size(); i++) {,method_declaration
1222,Line,"Ctrl on Windows, no modifier on Xubuntu",0,"PseudoClass anySelected = PseudoClass.getPseudoClass(""any-selected"");",assignment
1223,Line,Required fields,1,m_pathToNode = editedNode.getNode().getIndexedPathFromRoot();,assignment
1224,Line,Special tabs,0,for (int i = 0; i < (m_pathToNode.size() - 1); ++i) {,method_declaration
1225,Line,Remove subscription for old entry if existing,0,private final List<GroupTreeNode> m_modifiedSubtree = new ArrayList<>();,assignment
1226,Javadoc,Needed to track for which type of entry this tab was build and to rebuild it if the type changes,0,public UndoableModifySubtree(GroupTreeNodeViewModel groupRoot,method_declaration
1227,Javadoc,The tab just got the focus. Override this method if you want to perform a special action on focus (like selecting the first field in the editor),0,final GroupTreeNode subtreeRoot = m_groupRoot.getDescendant(m_subtreeRootPath).get(); //TODO: NULL,assignment
1228,Line,Set-up details pane,0,class GroupDialog extends BaseDialog<AbstractGroup> {,class_declaration
1229,Javadoc,Copies the meta and content information of the pdf annotation to the clipboard,0,HBox mainPanel = new HBox(15);,assignment
